286,30,Athletics,Athletics Men's 4 x 100 metres Relay,
287,22,Boxing,Boxing Men's Lightweight,
288,5,Athletics,Athletics Men's 4 x 400 metres Relay,
289,4,Athletics,Athletics Men's Marathon,
290,11,Swimming,Swimming Women's 50 metres Freestyle,
291,24,Football,Football Men's Football,
292,30,Water Polo,Water Polo Men's Water Polo,
293,24,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
294,24,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
295,26,Cycling,"Cycling Men's Road Race, Individual",
296,25,Athletics,Athletics Men's 400 metres Hurdles,
297,22,Hockey,Hockey Men's Hockey,Gold
298,23,Hockey,Hockey Men's Hockey,Silver
299,19,Athletics,Athletics Women's 100 metres,
299,1,Athletics,Athletics Women's 100 metres,
300,22,Athletics,Athletics Men's Long Jump,
300,22,Athletics,Athletics Men's Triple Jump,
301,22,Athletics,Athletics Men's High Jump,
302,16,Hockey,Hockey Men's Hockey,
303,10,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",
304,27,Diving,Diving Men's Platform,
304,16,Diving,Diving Men's Platform,
305,24,Football,Football Men's Football,
306,12,Shooting,"Shooting Men's Air Rifle, 10 metres",
307,4,Athletics,Athletics Men's 800 metres,
308,10,Swimming,Swimming Men's 400 metres Freestyle,
308,10,Swimming,Swimming Men's 100 metres Butterfly,
309,9,Hockey,Hockey Men's Hockey,
310,21,Weightlifting,Weightlifting Women's Lightweight,
311,21,Football,Football Men's Football,
312,21,Football,Football Men's Football,
313,25,Athletics,Athletics Men's 100 metres,
313,25,Athletics,Athletics Men's 4 x 100 metres Relay,
313,26,Athletics,Athletics Men's 100 metres,
313,26,Athletics,Athletics Men's 4 x 100 metres Relay,
314,19,Athletics,Athletics Women's Long Jump,
315,1,Fencing,"Fencing Women's epee, Individual",
316,26,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
317,25,Swimming,Swimming Men's 100 metres Freestyle,
317,25,Swimming,Swimming Men's 200 metres Freestyle,
317,25,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
317,25,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
317,25,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
318,1,Boxing,Boxing Men's Welterweight,
319,5,Hockey,Hockey Men's Hockey,
320,5,Hockey,Hockey Men's Hockey,
321,19,Athletics,"Athletics Men's 10,000 metres",
322,4,Swimming,Swimming Men's 200 metres Butterfly,
323,21,Rowing,Rowing Men's Double Sculls,
324,5,Weightlifting,Weightlifting Men's Middle-Heavyweight,
325,5,Hockey,Hockey Men's Hockey,
326,4,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
326,4,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
326,4,Swimming,Swimming Men's 100 metres Backstroke,
326,4,Swimming,Swimming Men's 200 metres Backstroke,
326,4,Swimming,Swimming Men's 200 metres Individual Medley,
326,4,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
327,24,Athletics,Athletics Men's 100 metres,
328,22,Athletics,Athletics Men's Pole Vault,
329,5,Football,Football Men's Football,
330,2,Football,Football Men's Football,
331,12,Swimming,Swimming Men's 200 metres Individual Medley,
331,12,Swimming,Swimming Men's 400 metres Individual Medley,
331,12,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
331,11,Swimming,Swimming Men's 400 metres Individual Medley,
